AÃ±o,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad
2018,24573,Ejecutiva,Agricultura y Desarrollo Rural,AGENCIA NACIONAL DE TIERRAS,Nathalia Guataquira Robayo,01/10/2018 12:00:00 AM,CONALCREDITOS  CONALCENTER BPO,Emitida,42481,Ver Conjunto detalle,7034516134.00,Servicios BPO,BOGOTÃ,Obligada,No Definido,800219668,8220,945
2018,24574,Ejecutiva,Deporte,ANTIOQUIAINSTITUTO DE DEPORTES Y RECREACIÃ“N INDERMEDELLIN,Ana del Pilar Usma Lopez,01/11/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,25062,Ver Conjunto detalle,5550000.00,Combustible Nacional,MEDELLÃN,No obligada,No Definido,830095213,4661,943
2018,24575,Ejecutiva,TecnologÃ­as de la InformaciÃ³n y las comunicaciones,COMISION DE REGULACION DE COMUNICACIONES,AndrÃ©s GutierrÃ©z GuzmÃ¡n,01/11/2018 12:00:00 AM,UniÃ³n Temporal Novatours  Vision Tours 042015,Emitida,42493,Ver Conjunto detalle,400000000.00,Tiquetes AÃ©reos,BogotÃ¡ D.C.,Obligada,No Definido,9008898962,7911,116
2018,24576,Judicial,Justicia y del Derecho,RAMA JUDICIAL CONSEJO SUPERIOR DE LA JUDICATURA  DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL BARRANQUILLA,Alfredo hadechni munive,01/11/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,42044,Ver Conjunto detalle,13463124.00,Combustible Nacional,BARRANQUILLA,No obligada,No Definido,830095213,4661,648
2018,24577,Ejecutiva,EducaciÃ³n Nacional,MUNICIPIO DE BUCARAMANGA  SECRETARIA DE EDUCACION,Ana Leonor Rueda Vivas,01/11/2018 12:00:00 AM,SERVICIO INTEGRAL TALENTOS LTDA,Emitida,42505,Ver Conjunto detalle,2724314387.00,Aseo y CafeterÃ­a II,Bucaramanga,No obligada,No Definido,900120053,8121,812
2018,24578,Ejecutiva,Justicia y del Derecho,RECLUSION DE MUJERES DE BOGOTA,Ana Mile Guzman Martinez,01/11/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,42478,Ver Conjunto detalle,6045783.00,Grandes Superficies,BOGOTA,Obligada,No Definido,830037946,4761,560
2018,24579,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL,Luz Amanda Morales Rodriguez,01/11/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42475,Ver Conjunto detalle,1232738261.00,Servicios Oracle,BOGOTA D.C,Obligada,No Definido,800103052,6202,5
2015,2458,Ejecutiva,EducaciÃ³n Nacional,MINISTERIO DE EDUCACION NACIONAL,Luz Karime Jaimes Bonilla,05/05/2015 12:00:00 AM,Omar Vanegas Nieto,Emitida,6323,Ver Conjunto detalle,2663360.00,Dotaciones de Vestuario,BogotÃ¡ D.C,Obligada,No Definido,79113835,1410,85
2018,24580,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,UNIDAD ATENCION REPARACION INTEGRAL A VICTIMAS,Jhon Ricardo Morales Franco,01/11/2018 12:00:00 AM,Oracle Colombia Ltda,Cerrada,42491,Ver Conjunto detalle,100444805.00,Servicios Oracle,BogotÃ  D.C.,Obligada,No Definido,800103052,6202,262
2018,24581,Organismos autÃ³nomo o independientes,Justicia y del Derecho,DEFENSORIA DEL PUEBLO,Gigliola Gravinni Marin,01/11/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,41433,Ver Conjunto detalle,90000000.00,Combustible BogotÃ¡ II,BOGOTA,No obligada,No Definido,900459737,COMERCIO AL POR MENO,35
2018,24582,Ejecutiva,Ambiente y Desarrollo Sostenible,UAE  AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES,Claudia Victoria GonzÃ¡lez HernÃ¡ndez,01/11/2018 12:00:00 AM,PC COM SA,Emitida,42511,Ver Conjunto detalle,252877109.00,Arriendo ETP,BOGOTA,Obligada,No Definido,830044858,7730,88
2018,24583,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,LA PREVISORA SA COMPAÃ‘IA DE SEGUROS,John Hermith Ramirez Celeita,01/11/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,24850,Ver Conjunto detalle,9951782.00,Combustible BogotÃ¡ II,BOGOTA,No obligada,No Definido,900459737,COMERCIO AL POR MENO,530
2018,24584,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE MEDIANA SEGURIDAD DE MANIZALES,Marco Antonio Montoya Molano,01/11/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,41185,Ver Conjunto detalle,752556.00,Grandes Superficies,Manizales,Obligada,No Definido,830037946,4761,850
2018,24585,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BUCARAMANGA,Claudia Milena Martinez Garcia,01/11/2018 12:00:00 AM,EDS Daniel GarcÃ­a Hernandez,Cerrada,41126,Ver Conjunto detalle,10000000.00,Combustible Nacional,Bucaramanga,Obligada,No Definido,5541903,4731,577
2018,24586,Ejecutiva,No Aplica,CUNDINAMARCA  ALCALDIA MUNICIPAL DE FACATATIVA,Fabian Dario Romero Moreno,01/11/2018 12:00:00 AM,Tecnophone Colombia SAS,Emitida,42403,Ver Conjunto detalle,26364210.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,FACATATIVA,No obligada,No Definido,900741497,4741,1258
2018,24587,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI TERRITORIAL TOLIMA,Salvador Fernando Rodriguez Gutierrez,01/11/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,35736,Ver Conjunto detalle,4497000.00,Combustible Nacional,IBAGUE,Obligada,No Definido,830095213,4661,867
2018,24588,Ejecutiva,,REGION ADMINISTRATIVA Y DE PLANEACIÃ“N ESPECIAL  RAPE REGIÃ“N CENTRAL,Edna Patricia Rangel BarragÃ¡n,01/11/2018 12:00:00 AM,Controles Empresariales SAS,Emitida,42518,Ver Conjunto detalle,21892716.00,Microsoft II,BOGOTÃ,No obligada,No Definido,800058607,4651,586
2018,24589,Ejecutiva,,REGION ADMINISTRATIVA Y DE PLANEACIÃ“N ESPECIAL  RAPE REGIÃ“N CENTRAL,Edna Patricia Rangel BarragÃ¡n,01/11/2018 12:00:00 AM,Lilia Fanny Guevara Parrado,Emitida,42516,Ver Conjunto detalle,34826806.00,PapelerÃ­a y Ãºtiles de oficina II,BOGOTÃ,No obligada,No Definido,20546554,4761,586
2015,2459,Ejecutiva,EducaciÃ³n Nacional,ITFIP,Gelber Gomez Rozo,05/05/2015 12:00:00 AM,DotaciÃ³n Integral SAS,Emitida,6392,Ver Conjunto detalle,1428694.00,Dotaciones de Vestuario,ESPINAL,No obligada,No Definido,,,425
2018,24590,Ejecutiva,PlaneaciÃ³n,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,illiam Elias Sanabria Romero,01/11/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,24961,Ver Conjunto detalle,36000000.00,Combustible BogotÃ¡ II,BogotÃ¡ D.C.,Obligada,No Definido,830095213,4661,67
2018,24591,Ejecutiva,PlaneaciÃ³n,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,illiam Elias Sanabria Romero,01/11/2018 12:00:00 AM,UNION TEMPORAL ASEO COLOMBIA,Emitida,42524,Ver Conjunto detalle,37227066.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,901031838,8129,67
2018,24592,Ejecutiva,PlaneaciÃ³n,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,illiam Elias Sanabria Romero,01/11/2018 12:00:00 AM,ARIOS COLOMBIA SAS,Cerrada,42525,Ver Conjunto detalle,36327656.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,900183528,8121,67
2018,24593,Ejecutiva,PlaneaciÃ³n,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,illiam Elias Sanabria Romero,01/11/2018 12:00:00 AM,SERVICIOS DE ASEO CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA,Cerrada,42526,Ver Conjunto detalle,37461916.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,900229503,8121,67
2018,24594,Ejecutiva,PlaneaciÃ³n,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,illiam Elias Sanabria Romero,01/11/2018 12:00:00 AM,MR CLEAN SA,Cerrada,42527,Ver Conjunto detalle,38307783.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800062177,8121,67
2018,24595,Ejecutiva,Defensa Nacional,ARCBOLIVAR,Luding Martin Moog Herrera,01/12/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,41848,Ver Conjunto detalle,14976000.00,Grandes Superficies,CARTAGENA,Obligada,No Definido,830037946,4761,367
2018,24596,Ejecutiva,Comercio Industria y Turismo,SUPERINTENDENCIA DE SOCIEDADES,Hector Gerardo Guerrero Garcia,01/12/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42531,Ver Conjunto detalle,2821852.00,Servicios Oracle,BogotÃ¡,Obligada,No Definido,800103052,6202,123
2018,24597,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carlos Armando Suarez Puentes,01/12/2018 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Cerrada,42536,Ver Conjunto detalle,16000000.00,Tiquetes AÃ©reos,Bogota,Obligada,No Definido,8999991434,5111,13
2018,24598,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carlos Armando Suarez Puentes,01/12/2018 12:00:00 AM,SumimasSAS,Cerrada,42537,Ver Conjunto detalle,6547336.00,Consumibles de ImpresiÃ³n,BOGOTA,Obligada,No Definido,830001338,4649,13
2018,24599,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carlos Armando Suarez Puentes,01/12/2018 12:00:00 AM,Grupo Los Lagos SAS,Cerrada,42538,Ver Conjunto detalle,11894447.00,Consumibles de ImpresiÃ³n,BOGOTA,Obligada,No Definido,8600532749,4761,13
2014,246,Ejecutiva,Defensa Nacional,HOSPITAL MILITAR CENTRAL,Dayris Argote Bayona,06/03/2014 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,927,Ver Conjunto detalle,107715000.00,Combustible BogotÃ¡,BogotÃ¡ D.C.,Obligada,No Definido,830095213,4661,111
2015,2460,Ejecutiva,EducaciÃ³n Nacional,ITFIP,Gelber Gomez Rozo,05/05/2015 12:00:00 AM,UniÃ³n Temporal Confeccionistas Unidos de Colombia,Emitida,6391,Ver Conjunto detalle,1809600.00,Dotaciones de Vestuario,ESPINAL,No obligada,No Definido,900798495,1410,425
2018,24600,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,INSTITUTO GEOGRÃFICO AGUSTÃN CODAZZI DIRECCION TERRITORIAL BOYACÃ,Yury Milena Higuera Pacheco,01/12/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,26219,Ver Conjunto detalle,2000000.00,Combustible Nacional,TUNJA,Obligada,No Definido,830095213,4661,862
2018,24601,Organismos autÃ³nomo o independientes,FunciÃ³n PÃºblica,CGA  CONTRALORIA GENERAL DE ANTIOQUIA,Juan Carlos Pelaez Serna,01/12/2018 12:00:00 AM,Gr EDS Autogas,Emitida,32610,Ver Conjunto detalle,60000000.00,Combustible Nacional,medellin,No obligada,No Definido,9004597375,4731,325
2018,24602,Ejecutiva,Minas y EnergÃ­a,COMISION DE REGULACION DE ENERGIA Y GAS,Mauricio Velosa Cortes,01/12/2018 12:00:00 AM,SERVIASEO SA,Emitida,42540,Ver Conjunto detalle,110558347.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860067479,8129,144
2018,24603,Ejecutiva,EducaciÃ³n Nacional,ANTIOQUIA  AGENCIA DE EDUCACIÃ“N SUPERIOR DE MEDELLIN  SAPIENCIA,Maria Clara Ramirez Atehortua,01/12/2018 12:00:00 AM,UNION TEMPORAL ASEO COLOMBIA,Cerrada,42546,Ver Conjunto detalle,106002509.00,Aseo y CafeterÃ­a II,Medellin,No obligada,No Definido,901031838,8129,380
2018,24604,Ejecutiva,,RADIO TELEVISIÃ“N NACIONAL DE COLOMBIA RTVC,Maria Constanza Riveros Aldana,01/12/2018 12:00:00 AM,La Previsora SA,Emitida,42547,Ver Conjunto detalle,1860672.00,SOAT II,BogotÃ¡,No obligada,No Definido,860002400,6511,307
2018,24605,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,jesus alfonso angarita avila,01/12/2018 12:00:00 AM,UniÃ³n Temporal Novatours  Vision Tours 042015,Emitida,42552,Ver Conjunto detalle,2195638136.00,Tiquetes AÃ©reos,BogotÃ¡ D.C.,Obligada,No Definido,9008898962,7911,1
2018,24606,Ejecutiva,Defensa Nacional,ComisiÃ³n Colombiana del OcÃ©ano,Maria Carolina Cardenas Ramos,01/12/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,42555,Ver Conjunto detalle,4000000.00,Combustible BogotÃ¡ II,BOGOTÃ D.C,No obligada,No Definido,830095213,4661,369
2018,24607,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Monica Tovar Rodriguez,01/12/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,30000,Ver Conjunto detalle,40000000.00,Combustible BogotÃ¡ II,BogotÃ¡,Obligada,No Definido,830095213,4661,130
2018,24608,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Fara Yanet Mosquera Agualimpia,01/15/2018 12:00:00 AM,UNION TEMPORAL ASEO COLOMBIA,Emitida,42562,Ver Conjunto detalle,15359700.00,Aseo y CafeterÃ­a II,APARTADÃ“,Obligada,No Definido,901031838,8129,1
2018,24609,Ejecutiva,Deporte,INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,Marcos JuliÃ¡n Alzate Saldarriaga,01/15/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,25068,Ver Conjunto detalle,26993045.00,Combustible Nacional,Medellin,No obligada,No Definido,830095213,4661,524
2015,2461,Ejecutiva,EducaciÃ³n Nacional,ITFIP,Gelber Gomez Rozo,05/05/2015 12:00:00 AM,UniÃ³n Temporal Confeccionistas Unidos de Colombia,Emitida,6387,Ver Conjunto detalle,1827000.00,Dotaciones de Vestuario,ESPINAL,No obligada,No Definido,900798495,1410,425
2018,24610,Ejecutiva,Minas y EnergÃ­a,COMISION DE REGULACION DE ENERGIA Y GAS,Mauricio Velosa Cortes,01/15/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42569,Ver Conjunto detalle,45425823.00,Servicios Oracle,BogotÃ¡ D.C.,Obligada,No Definido,800103052,6202,144
2018,24611,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE ALTA Y MEDIANA SEGURIDAD  GIRÃ“N,Jorge Alberto Contreras Guerrero,01/15/2018 12:00:00 AM,EDS Daniel GarcÃ­a Hernandez,Emitida,42514,Ver Conjunto detalle,68000000.00,Combustible Nacional,GIRON,Obligada,No Definido,5541903,4731,590
"2018,24613,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,SECRETARIA DISTRITAL DE HACIENDA,Tricia Marcela Nivia Osorio,01/15/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Cerrada,34177,Ver Conjunto detalle,344000000.00,Combustible BogotÃ¡ II,""BogotÃ¡, D.C."",No obligada,No Definido,900459737,COMERCIO AL POR MENO,21"
2018,24614,Ejecutiva,Transporte,AGENCIA NACIONAL DE INFRAESTRUCTURA,Luis Fabian Ramos Barrera,01/15/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,42506,Ver Conjunto detalle,60000000.00,Combustible BogotÃ¡ II,BogotÃ¡ D.C.,Obligada,No Definido,900459737,COMERCIO AL POR MENO,48
2018,24615,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,jesus alfonso angarita avila,01/15/2018 12:00:00 AM,UNION TEMPORAL EMINSER  SOLOASEO 2016,Emitida,42573,Ver Conjunto detalle,668125538.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,901031994,8129,1
2018,24616,Ejecutiva,FunciÃ³n PÃºblica,ALCALDIA MANIZALES,Maria Del Pilar Perez Restrepo,01/15/2018 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,42578,Ver Conjunto detalle,17582407.00,ArcGIS,Manizales,No obligada,No Definido,830122983,6202,706
2018,24617,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MONTERIA,Astrid Cecilia Herrera Alvarez,01/15/2018 12:00:00 AM,Distracom SA,Emitida,34779,Ver Conjunto detalle,50000000.00,Combustible Nacional,MONTERIA,Obligada,No Definido,811009788,4731,961
2018,24618,Ejecutiva,Cultura,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Olga Lucia Rivero Diaz,01/15/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,34477,Ver Conjunto detalle,1800000.00,Combustible BogotÃ¡ II,BogotÃ¡,Obligada,No Definido,900459737,COMERCIO AL POR MENO,78
2018,24619,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Monica Tovar Rodriguez,01/15/2018 12:00:00 AM,Oracle Colombia Ltda,Cerrada,42559,Ver Conjunto detalle,108015570.00,Servicios Oracle,BogotÃ¡,Obligada,No Definido,800103052,6202,130
2015,2462,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,05/05/2015 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,6390,Ver Conjunto detalle,2701164.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,830095213,4661,55
2018,24620,Ejecutiva,Defensa Nacional,ComisiÃ³n Colombiana del OcÃ©ano,Maria Carolina Cardenas Ramos,01/15/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,42551,Ver Conjunto detalle,4000000.00,Combustible BogotÃ¡ II,BOGOTÃ D.C,No obligada,No Definido,830095213,4661,369
2018,24621,Ejecutiva,Defensa Nacional,BOLIVAR  HOSPITAL NAVAL DE CARTAGENA,Carlos Uriel Garcia Avila,01/15/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,41106,Ver Conjunto detalle,1826218.00,Grandes Superficies,CARTAGENA DT Y C,Obligada,No Definido,900059238,Comercio al por mayo,465
2018,24622,Organismos autÃ³nomo o independientes,FunciÃ³n PÃºblica,CONTRALORIA GENERAL DE CALDAS,Juan Carlos  Perez Vasquez,01/15/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,35241,Ver Conjunto detalle,9000000.00,Combustible Nacional,MANIZALES- CALDAS,No obligada,No Definido,830095213,4661,1351
2018,24623,Ejecutiva,PlaneaciÃ³n,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,illiam Elias Sanabria Romero,01/15/2018 12:00:00 AM,Servi limpieza SA,Emitida,42600,Ver Conjunto detalle,443122947.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800148041,8121,67
2021,77592,Organismos autÃ³nomo o independientes,Salud y ProtecciÃ³n Social,BOGOTASUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE ESE,Jaime Humberto Garcia Hurtado,10/12/2021 12:00:00 AM,ALFA AM SAS,Emitida,137465,Ver Conjunto detalle,846649906.00,VehÃ­culos III,BOGOTA,Obligada,No Definido,830133470,2920,953
2018,24624,Ejecutiva,Inteligencia Estrategica y Contrainteligencia,DIRECCION NACIONAL DE INTELIGENCIA,Laura Andrea Grau PiÃ±eres,01/15/2018 12:00:00 AM,Oracle Colombia Ltda,Cerrada,42598,Ver Conjunto detalle,301271705.00,Servicios Oracle,BOGOTÃ,Obligada,No Definido,800103052,6202,33
2018,24625,Ejecutiva,FunciÃ³n PÃºblica,ANTIOQUIA  MUNICIPIO DE BELLO,Jairo Hernan Araque Ferraro,01/15/2018 12:00:00 AM,Gr EDS Autogas,Emitida,41457,Ver Conjunto detalle,450000000.00,Combustible Nacional,BELLO,No obligada,No Definido,9004597375,4731,661
2018,24626,Ejecutiva,Agricultura y Desarrollo Rural,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,Yohana Andrea Sanchez Cabezas,01/15/2018 12:00:00 AM,Subatours SAS,Emitida,42606,Ver Conjunto detalle,2508509869.00,Tiquetes AÃ©reos,BOGOTA D.C,Obligada,No Definido,8000750036,7911,216
2018,24627,Ejecutiva,,TOLIMA  GOBERNACION DEL TOLIMA,Oscar Ivan Arias Buitrago,01/16/2018 12:00:00 AM,Servi limpieza SA,Emitida,42611,Ver Conjunto detalle,140038007.00,Aseo y CafeterÃ­a II,IBAGUE,No obligada,No Definido,800148041,8121,256
2018,24628,Ejecutiva,Defensa Nacional,CORPORACION DE LA INDUSTRIA AERONAUTICA COLOMBIANA SA,Julieth CÃ¡rdenas Avila,01/16/2018 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Cerrada,42604,Ver Conjunto detalle,230000000.00,Tiquetes AÃ©reos,Bogota,No obligada,No Definido,8999991434,5111,551
2018,24629,Ejecutiva,,CORPORACION SOCIAL DE CUNDINAMARCA,Juan Carlos Saldarriaga Gaviria,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42612,Ver Conjunto detalle,82154043.00,Aseo y CafeterÃ­a II,BOGOTA,No obligada,No Definido,860522931,8121,839
2015,2463,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,05/05/2015 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,6396,Ver Conjunto detalle,1332686.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,900459737,4731,55
2018,24630,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO NACIONAL PARA SORDOS INSOR,Andres Santiago Florez Ortegon,01/16/2018 12:00:00 AM,Distracom SA,Cerrada,42134,Ver Conjunto detalle,9000000.00,Combustible BogotÃ¡ II,BOGOTA,Obligada,No Definido,811009788,4731,104
2018,24631,Ejecutiva,,FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA,Guillermo Navarrete Hernandez,01/16/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42617,Ver Conjunto detalle,6304411.00,Servicios Oracle,Bogota,No obligada,No Definido,800103052,6202,663
2018,24632,Ejecutiva,Justicia y del Derecho,INPEC  DIRECCION REGIONAL OCCIDENTE,illan Hernan Mallama Benavides,01/16/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,39197,Ver Conjunto detalle,8000000.00,Combustible Nacional,CALI,Obligada,No Definido,830095213,4661,797
2018,24633,Organismos autÃ³nomo o independientes,Deporte,CAUCA  INSTITUTO DEPARTAMENTAL DE DEPORTES CAUCA,MarÃ­a Isabel FernÃ¡ndez Acosta,01/16/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,34790,Ver Conjunto detalle,15000000.00,Combustible Nacional,Popayan,No obligada,No Definido,830095213,4661,1109
2018,24634,Ejecutiva,,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Denis Adriana Monroy Rugeles,01/16/2018 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Cerrada,42613,Ver Conjunto detalle,1400000000.00,Tiquetes AÃ©reos,BogotÃ¡ D.C,Obligada,No Definido,8999991434,5111,41
2018,24637,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42627,Ver Conjunto detalle,391039641.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24638,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42628,Ver Conjunto detalle,114871777.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24639,Ejecutiva,Defensa Nacional,ARCBOLIVAR,Luding Martin Moog Herrera,01/16/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,42534,Ver Conjunto detalle,2712605.00,Grandes Superficies,CARTAGENA,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,367
2015,2464,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Mery Acevedo Barrera,05/05/2015 12:00:00 AM,UniÃ³n Temporal Seiso  Serconal,Emitida,6385,Ver Conjunto detalle,27164531.00,Aseo y CafeterÃ­a,BogotÃ¡ D.C.,Obligada,No Definido,900787759,8121,120
2018,24640,Ejecutiva,Trabajo,SENA  Regional Casanare,Miriam Ramirez Rincon,01/16/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,26044,Ver Conjunto detalle,25500000.00,Combustible Nacional,YOPAL,Obligada,No Definido,830095213,4661,412
2018,24641,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42635,Ver Conjunto detalle,149797199.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24642,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42636,Ver Conjunto detalle,202683556.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24643,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,SERVIASEO SA,Cerrada,42637,Ver Conjunto detalle,152848280.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860067479,8129,93
2018,24644,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42639,Ver Conjunto detalle,604675463.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
